objectid,geography_name,metric_name,year,metric_value,source,geography,Shape__Area,Shape__Length
793,Upper Northwest,percent_of_population_identifying_as_nh_white,2023,27.28588026,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
794,Upper Northwest,unemployment_rate_in_population_16_and_older,2023,9.03561557,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
795,Upper Northwest,percent_of_population_identifying_as_nh_black,2019,64.44233815,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
796,Upper Northwest,percent_of_population_identifying_as_nh_asian_pi,2010,1.28095143,Decennial Census,Planning district,8584358.8828125,14244.8385871389
797,Upper Northwest,percent_of_population_identifying_as_nh_black,2010,68.25355787,Decennial Census,Planning district,8584358.8828125,14244.8385871389
798,Upper Northwest,percent_of_population_identifying_as_nh_asian_pi,2014,1.43243117,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
799,Upper Northwest,percent_of_population_identifying_as_nh_black,2023,61.98675932,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
800,Upper Northwest,percent_of_population_in_poverty,2014,23.0092526,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
801,Upper Northwest,percent_of_population_identifying_as_nh_white,2019,26.39256528,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
802,Upper Northwest,percent_of_population_identifying_as_hispanic,2019,3.51161097,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
803,Upper Northwest,percent_of_population_identifying_as_nh_white,2010,24.33572679,Decennial Census,Planning district,8584358.8828125,14244.8385871389
804,Upper Northwest,percent_of_population_identifying_as_nh_black,2020,62.87554148,Decennial Census,Planning district,8584358.8828125,14244.8385871389
805,Upper Northwest,percent_of_population_with_a_disability,2023,17.66824243,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
806,Upper Northwest,percent_of_population_with_a_disability,2019,17.04149807,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
807,Upper Northwest,percent_of_population_in_poverty,2019,21.76804271,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
808,Upper Northwest,percent_of_population_identifying_as_hispanic,2020,4.49834645,Decennial Census,Planning district,8584358.8828125,14244.8385871389
809,Upper Northwest,percent_of_population_reporting_no_checkup_in_past_year,2021,20.69245296,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8584358.8828125,14244.8385871389
810,Upper Northwest,percent_of_population_identifying_as_nh_multiracial,2014,2.9475474,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
811,Upper Northwest,percent_of_population_reporting_no_checkup_in_past_year,2020,19.36521218,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8584358.8828125,14244.8385871389
812,Upper Northwest,percent_of_population_identifying_as_hispanic,2023,4.69232961,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
813,Upper Northwest,percent_of_population_identifying_as_nh_asian_pi,2020,1.79561228,Decennial Census,Planning district,8584358.8828125,14244.8385871389
814,Upper Northwest,percent_of_adult_population_without_bachelors_degree,2023,55.4701867,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
815,Upper Northwest,percent_of_population_identifying_as_nh_black,2020,62.87554148,Decennial Census,Planning district,8584358.8828125,14244.8385871389
816,Upper Northwest,percent_of_population_without_health_insurance,2014,10.64660835,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
817,Upper Northwest,percent_of_population_identifying_as_nh_multiracial,2020,4.20722903,Decennial Census,Planning district,8584358.8828125,14244.8385871389
818,Upper Northwest,percent_of_population_in_poverty,2023,19.23706761,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
819,Upper Northwest,percent_of_population_without_health_insurance,2019,5.36722499,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
820,Upper Northwest,percent_of_adult_population_without_bachelors_degree,2019,59.3564679,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
821,Upper Northwest,percent_of_population_age_65_or_older,2014,15.48553361,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
822,Upper Northwest,percent_of_population_age_65_or_older,2019,17.3615526,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
823,Upper Northwest,percent_of_population_identifying_as_nh_asian_pi,2023,1.61343359,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
824,Upper Northwest,unemployment_rate_in_population_16_and_older,2019,8.70100715,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
825,Upper Northwest,percent_of_population_without_health_insurance,2023,5.09632966,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
826,Upper Northwest,percent_of_population_with_a_disability,2014,14.42352078,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
827,Upper Northwest,percent_of_population_identifying_as_nh_white,2020,25.67539243,Decennial Census,Planning district,8584358.8828125,14244.8385871389
828,Upper Northwest,percent_of_population_reporting_no_checkup_in_past_year,2019,16.61079877,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8584358.8828125,14244.8385871389
829,Upper Northwest,percent_of_population_identifying_as_nh_multiracial,2023,3.61707258,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
830,Upper Northwest,percent_of_adult_population_without_bachelors_degree,2014,63.99555946,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
831,Upper Northwest,unemployment_rate_in_population_16_and_older,2014,14.50413714,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
832,Upper Northwest,percent_of_population_reporting_no_checkup_in_past_year,2022,17.56238414,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8584358.8828125,14244.8385871389
833,West,unemployment_rate_in_population_16_and_older,2023,9.95254559,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
834,West,percent_of_population_with_a_disability,2023,18.29190007,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
835,West,percent_of_population_age_65_or_older,2023,13.82386992,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
836,West,percent_of_population_without_health_insurance,2023,6.79405894,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
837,West,percent_of_population_identifying_as_nh_black,2020,85.8828214,Decennial Census,Planning district,3903443.28125,11759.9143603787
838,West,percent_of_population_reporting_no_checkup_in_past_year,2019,15.55155336,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3903443.28125,11759.9143603787
839,West,percent_of_population_identifying_as_nh_asian_pi,2019,1.17135236,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
840,West,percent_of_population_identifying_as_nh_white,2010,2.89089567,Decennial Census,Planning district,3903443.28125,11759.9143603787
841,West,percent_of_population_identifying_as_nh_multiracial,2020,3.21514228,Decennial Census,Planning district,3903443.28125,11759.9143603787
842,West,percent_of_adult_population_without_bachelors_degree,2014,87.5176781,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
843,West,percent_of_adult_population_without_bachelors_degree,2019,82.95228832,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
844,West,percent_of_population_identifying_as_nh_multiracial,2020,3.21514228,Decennial Census,Planning district,3903443.28125,11759.9143603787
845,West,percent_of_population_identifying_as_nh_asian_pi,2020,1.69739511,Decennial Census,Planning district,3903443.28125,11759.9143603787
846,West,percent_of_population_in_poverty,2014,34.3986232,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
847,West,percent_of_adult_population_without_bachelors_degree,2023,78.66612334,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
848,West,percent_of_population_identifying_as_nh_asian_pi,2020,1.69739511,Decennial Census,Planning district,3903443.28125,11759.9143603787
849,West,percent_of_population_identifying_as_hispanic,2020,3.32163461,Decennial Census,Planning district,3903443.28125,11759.9143603787
850,West,percent_of_population_identifying_as_nh_black,2014,92.11062485,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
851,West,percent_of_population_identifying_as_nh_white,2020,5.04403226,Decennial Census,Planning district,3903443.28125,11759.9143603787
852,West,percent_of_population_in_poverty,2023,29.23888404,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
853,West,percent_of_population_age_65_or_older,2014,13.26151794,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
854,West,percent_of_population_reporting_no_checkup_in_past_year,2021,19.27916359,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3903443.28125,11759.9143603787
855,West,percent_of_population_reporting_no_checkup_in_past_year,2022,17.40917871,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3903443.28125,11759.9143603787
856,West,percent_of_population_identifying_as_nh_white,2019,4.01729838,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
857,West,percent_of_population_identifying_as_nh_black,2020,85.8828214,Decennial Census,Planning district,3903443.28125,11759.9143603787
858,West,percent_of_population_identifying_as_hispanic,2019,2.95643467,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
859,West,percent_of_population_identifying_as_nh_black,2019,90.23729165,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
860,West,percent_of_population_with_a_disability,2019,18.37438252,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
861,West,percent_of_population_identifying_as_nh_asian_pi,2014,0.66787878,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
862,West,percent_of_population_in_poverty,2019,32.83382698,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
863,West,percent_of_population_identifying_as_nh_white,2023,5.36032938,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
864,West,percent_of_population_with_a_disability,2014,17.38536765,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
865,West,percent_of_population_identifying_as_hispanic,2023,2.32501458,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
866,West,percent_of_population_identifying_as_nh_white,2020,5.04403226,Decennial Census,Planning district,3903443.28125,11759.9143603787
867,West,percent_of_population_age_65_or_older,2019,13.14469698,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
868,West,percent_of_population_identifying_as_nh_white,2014,3.05159386,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
869,West,percent_of_population_identifying_as_nh_black,2023,86.67751848,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
870,West,percent_of_population_identifying_as_hispanic,2020,3.32163461,Decennial Census,Planning district,3903443.28125,11759.9143603787
871,West,percent_of_population_identifying_as_nh_asian_pi,2023,1.52505636,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
872,West,percent_of_population_reporting_no_checkup_in_past_year,2020,17.48984211,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3903443.28125,11759.9143603787
873,West,percent_of_population_identifying_as_nh_multiracial,2023,3.31908671,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
874,West,percent_of_population_without_health_insurance,2019,8.84637539,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
875,West,percent_of_population_without_health_insurance,2014,16.76538426,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
876,West,unemployment_rate_in_population_16_and_older,2019,12.62510818,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
877,West,percent_of_population_identifying_as_nh_multiracial,2014,1.48376899,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
878,West,unemployment_rate_in_population_16_and_older,2014,20.19643253,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
879,West,percent_of_population_identifying_as_nh_multiracial,2010,1.71712008,Decennial Census,Planning district,3903443.28125,11759.9143603787
880,West,percent_of_population_identifying_as_hispanic,2014,2.41660652,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
881,West,percent_of_population_identifying_as_hispanic,2010,2.26330437,Decennial Census,Planning district,3903443.28125,11759.9143603787
882,West,percent_of_population_identifying_as_nh_asian_pi,2010,0.7809394,Decennial Census,Planning district,3903443.28125,11759.9143603787
883,West,percent_of_population_identifying_as_nh_multiracial,2019,1.08675949,American Community Survey 5-Year Estimates,Planning district,3903443.28125,11759.9143603787
884,West,percent_of_population_identifying_as_nh_black,2010,91.76274588,Decennial Census,Planning district,3903443.28125,11759.9143603787
885,West Park,percent_of_population_identifying_as_nh_white,2020,16.28246753,Decennial Census,Planning district,5738953.078125,17333.783298919
886,West Park,percent_of_population_with_a_disability,2023,20.11509041,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
887,West Park,percent_of_population_identifying_as_nh_white,2020,16.28246753,Decennial Census,Planning district,5738953.078125,17333.783298919
888,West Park,percent_of_population_identifying_as_nh_multiracial,2020,3.22356215,Decennial Census,Planning district,5738953.078125,17333.783298919
889,West Park,percent_of_population_identifying_as_nh_multiracial,2020,3.22356215,Decennial Census,Planning district,5738953.078125,17333.783298919
890,West Park,percent_of_population_reporting_no_checkup_in_past_year,2021,21.14657291,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5738953.078125,17333.783298919
891,West Park,percent_of_population_identifying_as_nh_asian_pi,2023,4.44127393,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
892,West Park,percent_of_population_identifying_as_nh_white,2019,14.76459343,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
893,West Park,percent_of_population_identifying_as_nh_multiracial,2019,2.28070955,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
894,West Park,percent_of_population_identifying_as_hispanic,2014,3.2556986,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
895,West Park,percent_of_population_identifying_as_hispanic,2023,3.43335788,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
896,West Park,percent_of_population_identifying_as_nh_black,2019,74.97221358,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
897,West Park,percent_of_population_without_health_insurance,2019,5.1017179,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
898,West Park,percent_of_population_identifying_as_nh_multiracial,2023,3.52770619,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
899,West Park,percent_of_population_identifying_as_nh_asian_pi,2014,4.33792528,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
900,West Park,percent_of_population_reporting_no_checkup_in_past_year,2022,17.66115559,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5738953.078125,17333.783298919
901,West Park,percent_of_population_without_health_insurance,2023,5.00362582,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
902,West Park,percent_of_adult_population_without_bachelors_degree,2023,66.38023981,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
903,West Park,percent_of_population_age_65_or_older,2014,15.68217933,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
904,West Park,percent_of_population_identifying_as_nh_white,2023,14.17755891,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
905,West Park,percent_of_population_identifying_as_hispanic,2020,3.8242115,Decennial Census,Planning district,5738953.078125,17333.783298919
906,West Park,percent_of_population_identifying_as_hispanic,2019,3.22767083,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
907,West Park,percent_of_population_identifying_as_nh_black,2020,72.01298701,Decennial Census,Planning district,5738953.078125,17333.783298919
908,West Park,percent_of_population_identifying_as_nh_white,2010,18.58747181,Decennial Census,Planning district,5738953.078125,17333.783298919
909,West Park,percent_of_population_identifying_as_nh_black,2010,72.85175128,Decennial Census,Planning district,5738953.078125,17333.783298919
910,West Park,percent_of_population_identifying_as_nh_black,2014,70.53412396,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
911,West Park,percent_of_population_identifying_as_nh_asian_pi,2019,3.98346152,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
912,West Park,percent_of_population_identifying_as_hispanic,2010,2.63266903,Decennial Census,Planning district,5738953.078125,17333.783298919
913,West Park,unemployment_rate_in_population_16_and_older,2014,13.37012333,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
914,West Park,percent_of_population_identifying_as_nh_multiracial,2014,1.93222555,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
915,West Park,percent_of_population_age_65_or_older,2023,18.23913844,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
916,West Park,percent_of_population_age_65_or_older,2019,16.57404526,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
917,West Park,percent_of_population_reporting_no_checkup_in_past_year,2019,17.0568956,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5738953.078125,17333.783298919
918,West Park,percent_of_population_identifying_as_nh_black,2023,74.13245582,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
919,West Park,percent_of_population_with_a_disability,2014,14.75518863,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
920,West Park,percent_of_population_identifying_as_nh_asian_pi,2020,3.95408163,Decennial Census,Planning district,5738953.078125,17333.783298919
921,West Park,percent_of_population_identifying_as_nh_black,2020,72.01298701,Decennial Census,Planning district,5738953.078125,17333.783298919
922,West Park,percent_of_population_in_poverty,2019,27.24823969,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
923,West Park,percent_of_population_identifying_as_nh_asian_pi,2010,3.30694528,Decennial Census,Planning district,5738953.078125,17333.783298919
924,West Park,percent_of_population_identifying_as_nh_multiracial,2010,2.08266213,Decennial Census,Planning district,5738953.078125,17333.783298919
925,West Park,percent_of_population_in_poverty,2023,22.19896577,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
926,West Park,percent_of_adult_population_without_bachelors_degree,2014,72.63037821,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
927,West Park,unemployment_rate_in_population_16_and_older,2023,7.60866445,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
928,West Park,percent_of_population_with_a_disability,2019,18.5375226,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
929,West Park,percent_of_population_identifying_as_hispanic,2020,3.8242115,Decennial Census,Planning district,5738953.078125,17333.783298919
930,West Park,percent_of_population_identifying_as_nh_asian_pi,2020,3.95408163,Decennial Census,Planning district,5738953.078125,17333.783298919
931,West Park,percent_of_population_without_health_insurance,2014,13.06272216,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
932,West Park,unemployment_rate_in_population_16_and_older,2019,7.71120411,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
933,West Park,percent_of_population_in_poverty,2014,27.94876697,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
934,West Park,percent_of_adult_population_without_bachelors_degree,2019,68.27227499,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
935,West Park,percent_of_population_identifying_as_nh_white,2014,19.11482876,American Community Survey 5-Year Estimates,Planning district,5738953.078125,17333.783298919
936,West Park,percent_of_population_reporting_no_checkup_in_past_year,2020,19.56441954,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5738953.078125,17333.783298919
