OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,LEADING_CAUSE_DEATH,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
168,Central,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,19,,Final,28221330.1835938,28401.8230651796
169,Central,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,14.22334778,unreliable,Final,28221330.1835938,28401.8230651796
170,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,9.61071805,unreliable,Final,28221330.1835938,28401.8230651796
171,Central,2014,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,192.78811462,,Final,28221330.1835938,28401.8230651796
172,Central,2022,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,40.56578685,,Final,28221330.1835938,28401.8230651796
173,Central,2022,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,49.59191351,,Final,28221330.1835938,28401.8230651796
174,Central,2014,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,85.56806732,,Final,28221330.1835938,28401.8230651796
175,Central,2018,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,74.66784014,,Final,28221330.1835938,28401.8230651796
176,Central,2017,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,370.43224903,,Final,28221330.1835938,28401.8230651796
177,Central,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,257.59574452,,Final,28221330.1835938,28401.8230651796
178,Central,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,12.16810058,unreliable,Final,28221330.1835938,28401.8230651796
179,Central,2020,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,13,,Final,28221330.1835938,28401.8230651796
180,Central,2014,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,12,,Final,28221330.1835938,28401.8230651796
181,Central,2015,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,28221330.1835938,28401.8230651796
182,Central,2015,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,28221330.1835938,28401.8230651796
183,Central,2015,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,83.08019996,,Final,28221330.1835938,28401.8230651796
184,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,19,,Final,28221330.1835938,28401.8230651796
185,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,16.40994864,unreliable,Final,28221330.1835938,28401.8230651796
186,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,15.7256007,unreliable,Final,28221330.1835938,28401.8230651796
187,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,17,,Final,28221330.1835938,28401.8230651796
188,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,15.43044808,unreliable,Final,28221330.1835938,28401.8230651796
189,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,39,,Final,28221330.1835938,28401.8230651796
190,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,33.69574553,,Final,28221330.1835938,28401.8230651796
191,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,12,,Final,28221330.1835938,28401.8230651796
192,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,10.68706142,unreliable,Final,28221330.1835938,28401.8230651796
193,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,10,,Final,28221330.1835938,28401.8230651796
194,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,8.58096641,unreliable,Final,28221330.1835938,28401.8230651796
195,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,723,,Final,28221330.1835938,28401.8230651796
196,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,28221330.1835938,28401.8230651796
197,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,28221330.1835938,28401.8230651796
198,Central,2019,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,38.03274811,,Final,28221330.1835938,28401.8230651796
199,Central,2012,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,18,,Final,28221330.1835938,28401.8230651796
200,Central,2012,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,15.59239661,unreliable,Final,28221330.1835938,28401.8230651796
201,Central,2020,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,18,,Final,28221330.1835938,28401.8230651796
202,Central,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,10,,Final,28221330.1835938,28401.8230651796
203,Central,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,6.61375661,unreliable,Final,28221330.1835938,28401.8230651796
204,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,7.72653193,unreliable,Final,28221330.1835938,28401.8230651796
205,Central,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,12,,Final,28221330.1835938,28401.8230651796
206,Central,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,35.50728562,,Final,28221330.1835938,28401.8230651796
207,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,14,,Final,28221330.1835938,28401.8230651796
208,Central,2016,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,-99999,suppressed,Final,28221330.1835938,28401.8230651796
209,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,16,,Final,28221330.1835938,28401.8230651796
210,Central,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,16,,Final,28221330.1835938,28401.8230651796
211,Central,2018,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,12.8251713,unreliable,Final,28221330.1835938,28401.8230651796
212,Central,2014,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,335.26925503,,Final,28221330.1835938,28401.8230651796
213,Central,2014,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,50.43510996,,Final,28221330.1835938,28401.8230651796
214,Central,2018,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,43.95233554,,Final,28221330.1835938,28401.8230651796
215,Central,2016,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,53.88019909,,Final,28221330.1835938,28401.8230651796
216,Central,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,209.16699425,,Final,28221330.1835938,28401.8230651796
217,Central,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,15,,Final,28221330.1835938,28401.8230651796
218,Central,2020,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,79.60824475,,Final,28221330.1835938,28401.8230651796
219,Central,2012,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,83.85349948,,Final,28221330.1835938,28401.8230651796
220,Central,2015,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,7.35744942,unreliable,Final,28221330.1835938,28401.8230651796
221,Central,2023,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,5.49521797,unreliable,Preliminary,28221330.1835938,28401.8230651796
222,Central,2016,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,28221330.1835938,28401.8230651796
223,Central,2016,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,28221330.1835938,28401.8230651796
224,Central,2015,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,78.52997506,,Final,28221330.1835938,28401.8230651796
225,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,19,,Final,28221330.1835938,28401.8230651796
226,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,28221330.1835938,28401.8230651796
227,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,28221330.1835938,28401.8230651796
228,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,15,,Final,28221330.1835938,28401.8230651796
229,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,12.78319047,unreliable,Final,28221330.1835938,28401.8230651796
230,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,46,,Final,28221330.1835938,28401.8230651796
231,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,41.64775449,,Final,28221330.1835938,28401.8230651796
232,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,14,,Final,28221330.1835938,28401.8230651796
233,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,12.91478456,unreliable,Final,28221330.1835938,28401.8230651796
234,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,10,,Final,28221330.1835938,28401.8230651796
235,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,8.49914333,unreliable,Final,28221330.1835938,28401.8230651796
236,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,609.44718272,,Final,28221330.1835938,28401.8230651796
237,Central,2015,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,28221330.1835938,28401.8230651796
238,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,178,,Final,28221330.1835938,28401.8230651796
239,Central,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,20,,Final,28221330.1835938,28401.8230651796
240,Central,2019,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,16.81354296,unreliable,Final,28221330.1835938,28401.8230651796
241,Central,2012,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,25,,Final,28221330.1835938,28401.8230651796
242,Central,2020,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,10.43313671,unreliable,Final,28221330.1835938,28401.8230651796
243,Central,2020,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,28221330.1835938,28401.8230651796
244,Central,2023,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,-99999,suppressed,Preliminary,28221330.1835938,28401.8230651796
245,Central,2019,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,21.35902917,,Final,28221330.1835938,28401.8230651796
246,Central,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,10,,Final,28221330.1835938,28401.8230651796
247,Central,2014,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,16.76205377,unreliable,Final,28221330.1835938,28401.8230651796
248,Central,2012,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,17.0907796,unreliable,Final,28221330.1835938,28401.8230651796
249,Central,2017,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,16,,Final,28221330.1835938,28401.8230651796
250,Central,2016,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,13.38499773,unreliable,Final,28221330.1835938,28401.8230651796
